Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
CARD_PAYMENT,Current,4/29/2023 9:07,4/30/2023 4:50,Crivencar,-20.34,0,EUR,COMPLETED,604.39
CARD_PAYMENT,Current,4/29/2023 9:12,4/30/2023 10:24,"Fermin De Pas, Tienda",-15.67,0,EUR,COMPLETED,588.72
CARD_PAYMENT,Current,5/8/2023 12:30,5/9/2023 10:34,Alimerka Glez Besada,-51.1,0,EUR,COMPLETED,537.62
CARD_PAYMENT,Current,5/16/2023 13:06,5/17/2023 5:00,Ikea Iberica Web,-141.95,0,EUR,COMPLETED,395.67
CARD_PAYMENT,Current,5/16/2023 16:41,5/17/2023 11:58,Mercadona El Fontan,-25.13,0,EUR,COMPLETED,370.54
CASHBACK,Savings,1/3/2023 14:42,1/4/2023 4:46,Metal Cashback,0.03,0,EUR,COMPLETED,2.48
CASHBACK,Savings,1/4/2023 17:10,1/5/2023 11:34,Metal Cashback,0.11,0,EUR,COMPLETED,2.59
CASHBACK,Savings,1/5/2023 22:36,1/6/2023 11:26,Metal Cashback,0.09,0,EUR,COMPLETED,2.68
CASHBACK,Savings,1/6/2023 21:40,1/7/2023 11:12,Metal Cashback,0.2,0,EUR,COMPLETED,2.88
CASHBACK,Savings,1/7/2023 21:00,1/8/2023 4:45,Metal Cashback,0.16,0,EUR,COMPLETED,3.04
CASHBACK,Savings,1/8/2023 9:44,1/9/2023 10:40,Metal Cashback,0.07,0,EUR,COMPLETED,3.11
CASHBACK,Savings,1/11/2023 16:33,1/12/2023 7:53,Metal Cashback,0.07,0,EUR,COMPLETED,3.18
CASHBACK,Savings,1/11/2023 7:17,1/12/2023 8:28,Metal Cashback,0.05,0,EUR,COMPLETED,3.23
CASHBACK,Savings,1/11/2023 7:26,1/12/2023 11:29,Metal Cashback,0.01,0,EUR,COMPLETED,3.24
CASHBACK,Savings,1/12/2023 17:19,1/13/2023 12:06,Metal Cashback,0.08,0,EUR,COMPLETED,3.32
CASHBACK,Savings,1/13/2023 5:33,1/14/2023 4:34,Metal Cashback,0.07,0,EUR,COMPLETED,3.39
CASHBACK,Savings,1/14/2023 5:53,1/15/2023 4:30,Metal Cashback,0.86,0,EUR,COMPLETED,4.25
CASHBACK,Savings,1/14/2023 3:49,1/15/2023 4:30,Metal Cashback,0.04,0,EUR,COMPLETED,4.29
CASHBACK,Savings,1/15/2023 12:06,1/16/2023 4:34,Metal Cashback,0.29,0,EUR,COMPLETED,4.58
CASHBACK,Savings,1/14/2023 0:02,1/16/2023 11:20,Metal Cashback,0.05,0,EUR,COMPLETED,4.63
CASHBACK,Savings,1/15/2023 12:56,1/17/2023 2:47,Metal Cashback,0.11,0,EUR,COMPLETED,4.74
CASHBACK,Savings,1/16/2023 13:03,1/17/2023 5:00,Metal Cashback,0.76,0,EUR,COMPLETED,5.5
CASHBACK,Savings,1/17/2023 12:39,1/17/2023 15:26,Metal Cashback,8.26,0,EUR,COMPLETED,13.76
CASHBACK,Savings,1/17/2023 13:02,1/18/2023 5:01,Metal Cashback,0.32,0,EUR,COMPLETED,14.08
CASHBACK,Savings,1/17/2023 5:35,1/18/2023 5:09,Metal Cashback,0.83,0,EUR,COMPLETED,14.91
CASHBACK,Savings,1/18/2023 12:34,1/19/2023 2:33,Metal Cashback,0.02,0,EUR,COMPLETED,14.93
CASHBACK,Savings,1/19/2023 3:47,1/20/2023 4:42,Metal Cashback,0.02,0,EUR,COMPLETED,14.95
CASHBACK,Savings,1/20/2023 16:45,1/21/2023 12:17,Metal Cashback,1.85,0,EUR,COMPLETED,16.8
CASHBACK,Savings,1/20/2023 11:57,1/21/2023 13:11,Metal Cashback,0.11,0,EUR,COMPLETED,16.91
CASHBACK,Savings,1/21/2023 3:00,1/22/2023 1:18,Metal Cashback,0.23,0,EUR,COMPLETED,17.14
CASHBACK,Savings,1/23/2023 2:24,1/24/2023 5:01,Metal Cashback,0.19,0,EUR,COMPLETED,17.33
CASHBACK,Savings,1/24/2023 10:00,1/25/2023 4:33,Metal Cashback,0.05,0,EUR,COMPLETED,17.38
CASHBACK,Savings,1/24/2023 13:17,1/25/2023 4:33,Metal Cashback,0.37,0,EUR,COMPLETED,17.75
CASHBACK,Savings,1/25/2023 6:12,1/25/2023 15:24,Metal Cashback,0.05,0,EUR,COMPLETED,17.8
CASHBACK,Savings,1/26/2023 10:22,1/27/2023 4:43,Metal Cashback,0.03,0,EUR,COMPLETED,17.83
CASHBACK,Savings,1/27/2023 6:26,1/28/2023 4:36,Metal Cashback,0.03,0,EUR,COMPLETED,17.86
CASHBACK,Savings,1/27/2023 5:29,1/28/2023 4:39,Metal Cashback,0.03,0,EUR,COMPLETED,17.89
CASHBACK,Savings,1/27/2023 11:21,1/28/2023 12:26,Metal Cashback,0.05,0,EUR,COMPLETED,17.94
CASHBACK,Savings,1/28/2023 5:17,1/29/2023 5:37,Metal Cashback,0.04,0,EUR,COMPLETED,17.98
CASHBACK,Savings,1/28/2023 13:05,1/29/2023 5:37,Metal Cashback,0.04,0,EUR,COMPLETED,18.02
CASHBACK,Savings,1/28/2023 14:50,1/31/2023 9:38,Metal Cashback,0.11,0,EUR,COMPLETED,18.13
CASHBACK,Savings,1/29/2023 7:57,1/31/2023 11:57,Metal Cashback,0.02,0,EUR,COMPLETED,18.15
CASHBACK,Savings,1/29/2023 6:32,1/31/2023 11:57,Metal Cashback,0.09,0,EUR,COMPLETED,18.24
CASHBACK,Savings,1/30/2023 5:14,1/31/2023 21:34,Metal Cashback,0.03,0,EUR,COMPLETED,18.27
CASHBACK,Savings,2/27/2023 11:18,2/28/2023 2:22,Metal Cashback,0.02,0,EUR,COMPLETED,18.29
CASHBACK,Savings,2/27/2023 9:57,2/28/2023 2:22,Metal Cashback,0.13,0,EUR,COMPLETED,18.42
CASHBACK,Savings,2/26/2023 19:56,2/28/2023 2:47,Metal Cashback,0.4,0,EUR,COMPLETED,18.82
CASHBACK,Savings,2/27/2023 2:09,2/28/2023 2:47,Metal Cashback,0.06,0,EUR,COMPLETED,18.88
CASHBACK,Savings,2/27/2023 4:18,2/28/2023 4:42,Metal Cashback,0.03,0,EUR,COMPLETED,18.91
CASHBACK,Savings,2/28/2023 12:59,3/1/2023 2:14,Metal Cashback,0.05,0,EUR,COMPLETED,18.96
CASHBACK,Savings,3/1/2023 4:56,3/2/2023 2:23,Metal Cashback,0.05,0,EUR,COMPLETED,19.01
CASHBACK,Savings,3/1/2023 13:10,3/2/2023 2:23,Metal Cashback,0.04,0,EUR,COMPLETED,19.05
CASHBACK,Savings,3/1/2023 15:01,3/2/2023 2:40,Metal Cashback,0.24,0,EUR,COMPLETED,19.29
CASHBACK,Savings,3/4/2023 10:33,3/5/2023 2:14,Metal Cashback,0.08,0,EUR,COMPLETED,19.37
CASHBACK,Savings,3/3/2023 23:52,3/5/2023 2:20,Metal Cashback,0.19,0,EUR,COMPLETED,19.56
CASHBACK,Savings,3/5/2023 3:41,3/6/2023 5:23,Metal Cashback,0.07,0,EUR,COMPLETED,19.63
CASHBACK,Savings,3/5/2023 6:46,3/6/2023 5:23,Metal Cashback,0.05,0,EUR,COMPLETED,19.68
CASHBACK,Savings,3/5/2023 6:17,3/6/2023 5:23,Metal Cashback,0.05,0,EUR,COMPLETED,19.73
CASHBACK,Savings,3/5/2023 1:02,3/6/2023 5:23,Metal Cashback,0.01,0,EUR,COMPLETED,19.74
CASHBACK,Savings,3/5/2023 0:35,3/6/2023 5:26,Metal Cashback,0.07,0,EUR,COMPLETED,19.81
CASHBACK,Savings,3/5/2023 9:17,3/6/2023 5:26,Metal Cashback,0.01,0,EUR,COMPLETED,19.82
CASHBACK,Savings,3/5/2023 13:54,3/7/2023 2:27,Metal Cashback,0.14,0,EUR,COMPLETED,19.96
CASHBACK,Savings,3/5/2023 16:06,3/7/2023 2:27,Metal Cashback,0.73,0,EUR,COMPLETED,20.69
CASHBACK,Savings,3/5/2023 16:16,3/7/2023 2:33,Metal Cashback,0.01,0,EUR,COMPLETED,20.7
CASHBACK,Savings,3/6/2023 1:43,3/8/2023 9:07,Metal Cashback,2.33,0,EUR,COMPLETED,23.03
CASHBACK,Savings,3/6/2023 3:29,3/8/2023 9:43,Metal Cashback,0.02,0,EUR,COMPLETED,23.05
CASHBACK,Savings,3/6/2023 9:47,3/8/2023 12:22,Metal Cashback,0.16,0,EUR,COMPLETED,23.21
CASHBACK,Savings,3/6/2023 1:04,3/8/2023 12:23,Metal Cashback,0.05,0,EUR,COMPLETED,23.26
CASHBACK,Savings,3/8/2023 12:25,3/10/2023 11:50,Metal Cashback,2.21,0,EUR,COMPLETED,25.47
CASHBACK,Savings,3/8/2023 10:10,3/10/2023 13:38,Metal Cashback,0.53,0,EUR,COMPLETED,26
CASHBACK,Savings,3/7/2023 23:22,3/11/2023 4:19,Metal Cashback,0.04,0,EUR,COMPLETED,26.04
CASHBACK,Savings,3/8/2023 23:50,3/11/2023 12:37,Metal Cashback,0.05,0,EUR,COMPLETED,26.09
CASHBACK,Savings,3/9/2023 7:27,3/11/2023 12:37,Metal Cashback,0.09,0,EUR,COMPLETED,26.18
CASHBACK,Savings,3/9/2023 2:33,3/11/2023 12:39,Metal Cashback,0.1,0,EUR,COMPLETED,26.28
CASHBACK,Savings,3/10/2023 23:01,3/11/2023 16:31,Metal Cashback,0.04,0,EUR,COMPLETED,26.32
CASHBACK,Savings,3/10/2023 22:00,3/11/2023 16:46,Metal Cashback,0.13,0,EUR,COMPLETED,26.45
CASHBACK,Savings,3/14/2023 11:22,3/15/2023 1:42,Metal Cashback,0.16,0,EUR,COMPLETED,26.61
CASHBACK,Savings,3/14/2023 12:05,3/15/2023 10:00,Metal Cashback,0.03,0,EUR,COMPLETED,26.64
CASHBACK,Savings,3/14/2023 11:41,3/15/2023 10:02,Metal Cashback,0.09,0,EUR,COMPLETED,26.73
CASHBACK,Savings,3/27/2023 14:42,3/28/2023 10:33,Metal Cashback,2.62,0,EUR,COMPLETED,29.35
CASHBACK,Savings,3/28/2023 0:28,3/28/2023 11:31,Metal Cashback,0.22,0,EUR,COMPLETED,29.57
CASHBACK,Savings,3/28/2023 17:23,3/29/2023 3:41,Metal Cashback,0.01,0,EUR,COMPLETED,29.58
CASHBACK,Savings,3/28/2023 1:28,3/29/2023 9:57,Metal Cashback,0.19,0,EUR,COMPLETED,29.77
CASHBACK,Savings,4/8/2023 13:29,4/9/2023 9:44,Metal Cashback,0.2,0,EUR,COMPLETED,29.97
CASHBACK,Savings,4/10/2023 9:26,4/11/2023 10:07,Metal Cashback,0.01,0,EUR,COMPLETED,29.98
CASHBACK,Savings,4/11/2023 11:20,4/12/2023 11:52,Metal Cashback,0.05,0,EUR,COMPLETED,30.03
CASHBACK,Savings,4/14/2023 17:09,4/15/2023 13:00,Metal Cashback,0.03,0,EUR,COMPLETED,30.06
CASHBACK,Savings,4/17/2023 10:12,4/18/2023 3:39,Metal Cashback,0.04,0,EUR,COMPLETED,30.1
CASHBACK,Savings,4/22/2023 8:26,4/23/2023 14:08,Metal Cashback,0.08,0,EUR,COMPLETED,30.18
CASHBACK,Savings,4/26/2023 17:18,4/27/2023 3:50,Metal Cashback,0.1,0,EUR,COMPLETED,30.28
CASHBACK,Savings,4/29/2023 4:44,4/29/2023 16:28,Metal Cashback,0.03,0,EUR,COMPLETED,30.31
CASHBACK,Savings,4/29/2023 9:07,4/30/2023 4:50,Metal Cashback,0.02,0,EUR,COMPLETED,30.33
CASHBACK,Savings,4/29/2023 9:12,4/30/2023 10:24,Metal Cashback,0.02,0,EUR,COMPLETED,30.35
CASHBACK,Savings,5/8/2023 12:32,5/9/2023 10:34,Metal Cashback,0.05,0,EUR,COMPLETED,30.4
CASHBACK,Savings,5/16/2023 13:06,5/17/2023 5:00,Metal Cashback,0.14,0,EUR,COMPLETED,30.54
CASHBACK,Savings,5/16/2023 16:41,5/17/2023 11:58,Metal Cashback,0.03,0,EUR,COMPLETED,30.57
CASHBACK,Savings,5/19/2023 1:07,5/20/2023 1:31,Metal Cashback,0.04,0,EUR,COMPLETED,30.61
